,sample_number,sampled_date,month,text_id,room,building,class,sample_site,sample_type,results,units,analysis
9040,9748465,2022-09-24,2022-09-24 00:00:00,V-91141-H-5-25SEP22-1,91141,9,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE,EM_VAIR_CONT
9041,9748466,2022-09-24,2022-09-24 00:00:00,SP-91141-H-1-25SEP22-1,91141,9,ISO_5,SP-91141-H-1,settle plate,0,CFU,EM_SETTLEPLATE
9042,9748467,2022-09-24,2022-09-24 00:00:00,SP-91141-H-2-25SEP22-1,91141,9,ISO_5,SP-91141-H-2,settle plate,0,CFU,EM_SETTLEPLATE
9043,9747999,2022-09-25,2022-09-25 00:00:00,S-91141-H-1-27SEP22-1,91141,9,ISO_8,S-91141-H-1,surface,0,CFU_25CM2,EM_RODAC
9044,9748000,2022-09-25,2022-09-25 00:00:00,S-91141-H-2-27SEP22-1,91141,9,ISO_8,S-91141-H-2,surface,0,CFU_25CM2,EM_RODAC
9045,9748001,2022-09-25,2022-09-25 00:00:00,S-91141-H-3-27SEP22-1,91141,9,ISO_8,S-91141-H-3,surface,0,CFU_25CM2,EM_RODAC
9046,9748009,2022-09-25,2022-09-25 00:00:00,S-91141-H-11-27SEP22-1,91141,9,ISO_5,S-91141-H-11,surface,0,CFU_25CM2,EM_RODAC
9047,9748008,2022-09-25,2022-09-25 00:00:00,S-91141-H-10-27SEP22-1,91141,9,ISO_5,S-91141-H-10,surface,0,CFU_25CM2,EM_RODAC
9048,9748012,2022-09-25,2022-09-25 00:00:00,S-91141-H-15-27SEP22-1,91141,9,ISO_5,S-91141-H-15,surface,0,CFU_25CM2,EM_RODAC
9049,9748007,2022-09-25,2022-09-25 00:00:00,S-91141-H-9-27SEP22-1,91141,9,ISO_5,S-91141-H-9,surface,0,CFU_25CM2,EM_RODAC
9050,9748006,2022-09-25,2022-09-25 00:00:00,S-91141-H-8-27SEP22-1,91141,9,ISO_5,S-91141-H-8,surface,0,CFU_25CM2,EM_RODAC
9051,9748002,2022-09-25,2022-09-25 00:00:00,S-91141-H-4-27SEP22-1,91141,9,ISO_5,S-91141-H-4,surface,0,CFU_25CM2,EM_RODAC
9052,9748003,2022-09-25,2022-09-25 00:00:00,S-91141-H-5-27SEP22-1,91141,9,ISO_5,S-91141-H-5,surface,0,CFU_25CM2,EM_RODAC
9053,9748010,2022-09-25,2022-09-25 00:00:00,S-91141-H-12-27SEP22-1,91141,9,ISO_5,S-91141-H-12,surface,0,CFU_25CM2,EM_RODAC
9054,9748013,2022-09-25,2022-09-25 00:00:00,S-91141-H-17-27SEP22-1,91141,9,ISO_5,S-91141-H-17,surface,0,CFU_25CM2,EM_RODAC
9055,9748004,2022-09-25,2022-09-25 00:00:00,S-91141-H-6-27SEP22-1,91141,9,ISO_5,S-91141-H-6,surface,0,CFU_25CM2,EM_RODAC
9056,9748005,2022-09-25,2022-09-25 00:00:00,S-91141-H-7-27SEP22-1,91141,9,ISO_5,S-91141-H-7,surface,0,CFU_25CM2,EM_RODAC
9057,9748011,2022-09-25,2022-09-25 00:00:00,S-91141-H-14-27SEP22-1,91141,9,ISO_5,S-91141-H-14,surface,0,CFU_25CM2,EM_RODAC
9058,9738038,2022-09-25,2022-09-25 00:00:00,V-92070-1-30SEP22-1,92070,9,ISO_8,V-92070-1,viable air,0,CFU_M3,EM_VAIR_M3
9059,9738041,2022-09-25,2022-09-25 00:00:00,V-92073-1-30SEP22-1,92073,9,ISO_8,V-92073-1,viable air,0,CFU_M3,EM_VAIR_M3
9060,9737993,2022-09-25,2022-09-25 00:00:00,W-92074S-2-30SEP22-1,92074,9,ISO_8,W-92074S-2,surface,0,CFU_25CM2,EM_RODAC
9061,9738045,2022-09-25,2022-09-25 00:00:00,V-92074-2-30SEP22-1,92074,9,ISO_8,V-92074-2,viable air,3,CFU_M3,EM_VAIR_M3
9062,9737985,2022-09-25,2022-09-25 00:00:00,F-92074S-1-30SEP22-1,92074,9,ISO_8,F-92074S-1,surface,0,CFU_25CM2,EM_RODAC
9063,9737991,2022-09-25,2022-09-25 00:00:00,W-92074S-1-30SEP22-1,92074,9,ISO_8,W-92074S-1,surface,0,CFU_25CM2,EM_RODAC
9064,9737995,2022-09-25,2022-09-25 00:00:00,W-92074S-3-30SEP22-1,92074,9,ISO_8,W-92074S-3,surface,0,CFU_25CM2,EM_RODAC
9065,9737997,2022-09-25,2022-09-25 00:00:00,W-92074S-4-30SEP22-1,92074,9,ISO_8,W-92074S-4,surface,0,CFU_25CM2,EM_RODAC
9066,9737980,2022-09-25,2022-09-25 00:00:00,F-92070S-1-30SEP22-1,92070,9,ISO_8,F-92070S-1,surface,0,CFU_25CM2,EM_RODAC
9067,9737982,2022-09-25,2022-09-25 00:00:00,F-92073S-1-30SEP22-1,92073,9,ISO_8,F-92073S-1,surface,0,CFU_25CM2,EM_RODAC
9068,9737987,2022-09-25,2022-09-25 00:00:00,W-92070S-1-30SEP22-1,92070,9,ISO_8,W-92070S-1,surface,0,CFU_25CM2,EM_RODAC
9069,9737989,2022-09-25,2022-09-25 00:00:00,W-92073S-1-30SEP22-1,92073,9,ISO_8,W-92073S-1,surface,0,CFU_25CM2,EM_RODAC
9070,9738043,2022-09-25,2022-09-25 00:00:00,V-92074-1-30SEP22-1,92074,9,ISO_8,V-92074-1,viable air,0,CFU_M3,EM_VAIR_M3
9071,9748797,2022-09-26,2022-09-26 00:00:00,SP-92074-H-1-26SEP22-1,92074,9,ISO_5,SP-92074-H-1,settle plate,0,CFU,EM_SETTLEPLATE
9072,9748798,2022-09-26,2022-09-26 00:00:00,SP-92074-H-2-26SEP22-1,92074,9,ISO_5,SP-92074-H-2,settle plate,0,CFU,EM_SETTLEPLATE
9073,9747148,2022-09-26,2022-09-26 00:00:00,S-92074-H-1-01OCT22-1,92074,9,ISO_5,S-92074-H-1,surface,0,CFU_25CM2,EM_RODAC
9074,9747151,2022-09-26,2022-09-26 00:00:00,S-92074-H-2-01OCT22-1,92074,9,ISO_5,S-92074-H-2,surface,0,CFU_25CM2,EM_RODAC
9075,9747154,2022-09-26,2022-09-26 00:00:00,V-92074-H-1-01OCT22-1,92074,9,ISO_5,V-92074-H-1,viable air,0,CFU_M3,EM_VAIR_M3
9076,9747157,2022-09-26,2022-09-26 00:00:00,V-92074-H-2-01OCT22-1,92074,9,ISO_5,V-92074-H-2,viable air,0,CFU_M3,EM_VAIR_M3
9080,9749294,2022-09-26,2022-09-26 00:00:00,F-92212S-A-26SEP22-1,92212,9,ISO_9,F-92212S-A,surface,0,CFU_25CM2,EM_RODAC
9081,9749292,2022-09-26,2022-09-26 00:00:00,V-92212-A-26SEP22-1,92212,9,ISO_9,V-92212-A,viable air,0,CFU_M3,EM_VAIR_M3
9132,9754475,2022-09-29,2022-09-29 00:00:00,F-91164S-1-SDA-29SEP22-1,91164,9,ISO_8,F-91164S-1,surface,0,CFU_25CM2,EM_RODAC
9134,9754047,2022-09-29,2022-09-29 00:00:00,V-91141-3-29SEP22-1,91141,9,ISO_8,V-91141-3,viable air,0,CFU_M3,EM_VAIR_M3
9135,9754048,2022-09-29,2022-09-29 00:00:00,F-91141S-1-29SEP22-1,91141,9,ISO_8,F-91141S-1,surface,0,CFU_25CM2,EM_RODAC
9136,9754049,2022-09-29,2022-09-29 00:00:00,F-91141S-2-29SEP22-1,91141,9,ISO_8,F-91141S-2,surface,0,CFU_25CM2,EM_RODAC
9137,9754045,2022-09-29,2022-09-29 00:00:00,V-91141-1-29SEP22-1,91141,9,ISO_8,V-91141-1,viable air,0,CFU_M3,EM_VAIR_M3
9140,9755086,2022-09-29,2022-09-29 00:00:00,SP-92074-H-1-29SEP22-1,92074,9,ISO_5,SP-92074-H-1,settle plate,0,CFU,EM_SETTLEPLATE
9141,9755087,2022-09-29,2022-09-29 00:00:00,SP-92074-H-2-29SEP22-1,92074,9,ISO_5,SP-92074-H-2,settle plate,0,CFU,EM_SETTLEPLATE
9142,9755081,2022-09-29,2022-09-29 00:00:00,S-92074-H-2-29SEP22-1,92074,9,ISO_5,S-92074-H-2,surface,0,CFU_25CM2,EM_RODAC
9143,9755080,2022-09-29,2022-09-29 00:00:00,S-92074-H-1-29SEP22-1,92074,9,ISO_5,S-92074-H-1,surface,0,CFU_25CM2,EM_RODAC
9144,9755084,2022-09-29,2022-09-29 00:00:00,V-92074-H-1-29SEP22-1,92074,9,ISO_5,V-92074-H-1,viable air,0,CFU_M3,EM_VAIR_M3
9145,9755085,2022-09-29,2022-09-29 00:00:00,V-92074-H-2-29SEP22-1,92074,9,ISO_5,V-92074-H-2,viable air,0,CFU_M3,EM_VAIR_M3
9146,9747162,2022-09-30,2022-09-30 00:00:00,S-92092-H-1-01OCT22-1,92092,9,ISO_5,S-92092-H-1,surface,0,CFU_25CM2,EM_RODAC
9147,9747165,2022-09-30,2022-09-30 00:00:00,V-92092-H-1-01OCT22-1,92092,9,ISO_5,V-92092-H-1,viable air,0,CFU_M3,EM_VAIR_M3
9148,9753501,2022-10-02,2022-10-02 00:00:00,V-91140-1-SDA-31DEC22-1,91140,9,ISO_8,V-91140-1-SDA,viable air,0,CFU_M3,EM_VAIR_M3
9149,9757100,2022-10-02,2022-10-02 00:00:00,V-91140-1-15OCT22-1,91140,9,ISO_8,V-91140-1,viable air,0,CFU_M3,EM_VAIR_M3
9150,9757102,2022-10-02,2022-10-02 00:00:00,V-91141-3-15OCT22-1,91141,9,ISO_8,V-91141-3,viable air,0,CFU_M3,EM_VAIR_M3
9151,9753503,2022-10-02,2022-10-02 00:00:00,V-91141-3-SDA-31DEC22-1,91141,9,ISO_8,V-91141-3-SDA,viable air,0,CFU_M3,EM_VAIR_M3
9152,9757101,2022-10-02,2022-10-02 00:00:00,V-91141-1-15OCT22-1,91141,9,ISO_8,V-91141-1,viable air,0,CFU_M3,EM_VAIR_M3
9153,9757103,2022-10-02,2022-10-02 00:00:00,V-91142-1-15OCT22-1,91142,9,ISO_8,V-91142-1,viable air,0,CFU_M3,EM_VAIR_M3
9154,9753504,2022-10-02,2022-10-02 00:00:00,V-91142-1-SDA-31DEC22-1,91142,9,ISO_8,V-91142-1-SDA,viable air,0,CFU_M3,EM_VAIR_M3
9155,9753502,2022-10-02,2022-10-02 00:00:00,V-91141-1-SDA-31DEC22-1,91141,9,ISO_8,V-91141-1-SDA,viable air,0,CFU_M3,EM_VAIR_M3
9156,9756908,2022-10-02,2022-10-02 00:00:00,F-91142S-1-31OCT22-1,91142,9,ISO_8,F-91142S-1,surface,0,CFU_25CM2,EM_RODAC
9157,9753418,2022-10-02,2022-10-02 00:00:00,F-91140S-1-SDA-31DEC22-1,91140,9,ISO_8,F-91140S-1,surface,0,CFU_25CM2,EM_RODAC
9158,9753420,2022-10-02,2022-10-02 00:00:00,F-91141S-2-SDA-31DEC22-1,91141,9,ISO_8,F-91141S-2,surface,0,CFU_25CM2,EM_RODAC
9159,9753421,2022-10-02,2022-10-02 00:00:00,F-91142S-1-SDA-31DEC22-1,91142,9,ISO_8,F-91142S-1,surface,0,CFU_25CM2,EM_RODAC
9160,9756905,2022-10-02,2022-10-02 00:00:00,F-91140S-1-31OCT22-1,91140,9,ISO_8,F-91140S-1,surface,0,CFU_25CM2,EM_RODAC
9161,9756906,2022-10-02,2022-10-02 00:00:00,F-91141S-1-31OCT22-1,91141,9,ISO_8,F-91141S-1,surface,0,CFU_25CM2,EM_RODAC
9162,9756907,2022-10-02,2022-10-02 00:00:00,F-91141S-2-31OCT22-1,91141,9,ISO_8,F-91141S-2,surface,0,CFU_25CM2,EM_RODAC
9163,9753419,2022-10-02,2022-10-02 00:00:00,F-91141S-1-SDA-31DEC22-1,91141,9,ISO_8,F-91141S-1,surface,0,CFU_25CM2,EM_RODAC
9164,9753505,2022-10-02,2022-10-02 00:00:00,V-91143-1-SDA-31DEC22-1,91143,9,ISO_8,V-91143-1-SDA,viable air,0,CFU_M3,EM_VAIR_M3
9165,9757104,2022-10-02,2022-10-02 00:00:00,V-91143-1-15OCT22-1,91143,9,ISO_8,V-91143-1,viable air,0,CFU_M3,EM_VAIR_M3
9166,9753422,2022-10-02,2022-10-02 00:00:00,F-91143S-1-SDA-31DEC22-1,91143,9,ISO_8,F-91143S-1,surface,0,CFU_25CM2,EM_RODAC
9167,9756909,2022-10-02,2022-10-02 00:00:00,F-91143S-1-31OCT22-1,91143,9,ISO_8,F-91143S-1,surface,0,CFU_25CM2,EM_RODAC
9448,9756140,2022-10-05,2022-10-05 00:00:00,SP-91212-1-31OCT22-1,91212,9,ISO_8,SP-91212-1,settle plate,0,CFU,EM_SETTLEPLATE
9449,9756164,2022-10-05,2022-10-05 00:00:00,V-91261-1-31OCT22-1,91261,9,ISO_8,V-91261-1,viable air,0,CFU_M3,EM_VAIR_M3
9450,9752256,2022-10-05,2022-10-05 00:00:00,V-91261-1 SDA-31DEC22-1,91261,9,ISO_8,V-91261-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9451,9756168,2022-10-05,2022-10-05 00:00:00,V-91263-1-31OCT22-1,91263,9,ISO_8,V-91263-1,viable air,1,CFU_M3,EM_VAIR_M3
9452,9752260,2022-10-05,2022-10-05 00:00:00,V-91263-1 SDA-31DEC22-1,91263,9,ISO_8,V-91263-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9453,9756151,2022-10-05,2022-10-05 00:00:00,V-91212-2-31OCT22-1,91212,9,ISO_8,V-91212-2,viable air,0,CFU_M3,EM_VAIR_M3
9454,9752236,2022-10-05,2022-10-05 00:00:00,V-91212-2 SDA-31DEC22-1,91212,9,ISO_8,V-91212-2 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9455,9756146,2022-10-05,2022-10-05 00:00:00,V-91212-1-31OCT22-1,91212,9,ISO_8,V-91212-1,viable air,2,CFU_M3,EM_VAIR_M3
9456,9752230,2022-10-05,2022-10-05 00:00:00,V-91212-1 SDA-31DEC22-1,91212,9,ISO_8,V-91212-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9457,9756157,2022-10-05,2022-10-05 00:00:00,V-91213-2-31OCT22-1,91213,9,ISO_8,V-91213-2,viable air,0,CFU_M3,EM_VAIR_M3
9458,9752244,2022-10-05,2022-10-05 00:00:00,V-91213-2 SDA-31DEC22-1,91213,9,ISO_8,V-91213-2 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9459,9756143,2022-10-05,2022-10-05 00:00:00,V-91210-1-31OCT22-1,91210,9,ISO_8,V-91210-1,viable air,0,CFU_M3,EM_VAIR_M3
9460,9752227,2022-10-05,2022-10-05 00:00:00,V-91210-1 SDA-31DEC22-1,91210,9,ISO_8,V-91210-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9461,9756154,2022-10-05,2022-10-05 00:00:00,V-91213-1-31OCT22-1,91213,9,ISO_8,V-91213-1,viable air,0,CFU_M3,EM_VAIR_M3
9462,9752240,2022-10-05,2022-10-05 00:00:00,V-91213-1 SDA-31DEC22-1,91213,9,ISO_8,V-91213-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9463,9756162,2022-10-05,2022-10-05 00:00:00,V-91260A-2-31OCT22-1,91260,9,ISO_8,V-91260A-2,viable air,0,CFU_M3,EM_VAIR_M3
9464,9752252,2022-10-05,2022-10-05 00:00:00,V-91260A-2 SDA-31DEC22-1,91260,9,ISO_8,V-91260A,viable air,0,CFU_M3,EM_VAIR_M3
9465,9756160,2022-10-05,2022-10-05 00:00:00,V-91260A-1-31OCT22-1,91260,9,ISO_8,V-91260A-1,viable air,0,CFU_M3,EM_VAIR_M3
9466,9752246,2022-10-05,2022-10-05 00:00:00,V-91260A-1 SDA-31DEC22-1,91260,9,ISO_8,V-91260A,viable air,0,CFU_M3,EM_VAIR_M3
9500,9753344,2022-10-05,2022-10-05 00:00:00,F-93111S-1-SDA-31DEC22-1,93111,9,ISO_8,F-93111S-1,surface,0,CFU_25CM2,EM_RODAC
9501,9753361,2022-10-05,2022-10-05 00:00:00,W-93111S-1-SDA-31DEC22-1,93111,9,ISO_8,W-93111S-1,surface,0,CFU_25CM2,EM_RODAC
9502,9753345,2022-10-05,2022-10-05 00:00:00,F-93112S-1-SDA-31DEC22-1,93112,9,ISO_8,F-93112S-1,surface,0,CFU_25CM2,EM_RODAC
9503,9753362,2022-10-05,2022-10-05 00:00:00,W-93112S-1-SDA-31DEC22-1,93112,9,ISO_8,W-93112S-1,surface,0,CFU_25CM2,EM_RODAC
9504,9753373,2022-10-05,2022-10-05 00:00:00,WS-93112S-1-SDA-31DEC22-1,93112,9,ISO_8,WS-93112S-1,surface,0,CFU_25CM2,EM_RODAC
9505,9753374,2022-10-05,2022-10-05 00:00:00,WS-93112S-2-SDA-31DEC22-1,93112,9,ISO_8,WS-93112S-2,surface,0,CFU_25CM2,EM_RODAC
9506,9753346,2022-10-05,2022-10-05 00:00:00,F-93112S-2-SDA-31DEC22-1,93112,9,ISO_8,F-93112S-2,surface,0,CFU_25CM2,EM_RODAC
9507,9753363,2022-10-05,2022-10-05 00:00:00,W-93112S-2-SDA-31DEC22-1,93112,9,ISO_8,W-93112S-2,surface,0,CFU_25CM2,EM_RODAC
9508,9753364,2022-10-05,2022-10-05 00:00:00,W-93112S-3-SDA-31DEC22-1,93112,9,ISO_8,W-93112S-3,surface,0,CFU_25CM2,EM_RODAC
9509,9753370,2022-10-05,2022-10-05 00:00:00,WS-93110S-1-SDA-31DEC22-1,93110,9,ISO_8,WS-93110S-1,surface,0,CFU_25CM2,EM_RODAC
9510,9753371,2022-10-05,2022-10-05 00:00:00,WS-93110S-2-SDA-31DEC22-1,93110,9,ISO_8,WS-93110S-2,surface,0,CFU_25CM2,EM_RODAC
9511,9753372,2022-10-05,2022-10-05 00:00:00,WS-93110S-3-SDA-31DEC22-1,93110,9,ISO_8,WS-93110S-3,surface,0,CFU_25CM2,EM_RODAC
9512,9753337,2022-10-05,2022-10-05 00:00:00,F-93110S-1-SDA-31DEC22-1,93110,9,ISO_8,F-93110S-1,surface,0,CFU_25CM2,EM_RODAC
9513,9753339,2022-10-05,2022-10-05 00:00:00,F-93110S-2-SDA-31DEC22-1,93110,9,ISO_8,F-93110S-2,surface,0,CFU_25CM2,EM_RODAC
9514,9753342,2022-10-05,2022-10-05 00:00:00,F-93110S-4-SDA-31DEC22-1,93110,9,ISO_8,F-93110S-4,surface,0,CFU_25CM2,EM_RODAC
9515,9753356,2022-10-05,2022-10-05 00:00:00,W-93110S-1-SDA-31DEC22-1,93110,9,ISO_8,W-93110S-1,surface,0,CFU_25CM2,EM_RODAC
9516,9753357,2022-10-05,2022-10-05 00:00:00,W-93110S-2-SDA-31DEC22-1,93110,9,ISO_8,W-93110S-2,surface,0,CFU_25CM2,EM_RODAC
9517,9753365,2022-10-05,2022-10-05 00:00:00,W-93114S-1-SDA-31DEC22-1,93114,9,ISO_8,W-93114S-1,surface,0,CFU_25CM2,EM_RODAC
9518,9753349,2022-10-05,2022-10-05 00:00:00,F-93115S-1-SDA-31DEC22-1,93115,9,ISO_8,F-93115S-1,surface,0,CFU_25CM2,EM_RODAC
9519,9753366,2022-10-05,2022-10-05 00:00:00,W-93115S-1-SDA-31DEC22-1,93115,9,ISO_8,W-93115S-1,surface,0,CFU_25CM2,EM_RODAC
9520,9753347,2022-10-05,2022-10-05 00:00:00,F-93113S-1-SDA-31DEC22-1,93113,9,ISO_8,F-93113S-1,surface,0,CFU_25CM2,EM_RODAC
9521,9753348,2022-10-05,2022-10-05 00:00:00,F-93114S-1-SDA-31DEC22-1,93114,9,ISO_8,F-93114S-1,surface,0,CFU_25CM2,EM_RODAC
9522,9753334,2022-10-05,2022-10-05 00:00:00,F-93110AS-1-SDA-31DEC22-1,93110,9,ISO_8,F-93110AS-1,surface,0,CFU_25CM2,EM_RODAC
9523,9753355,2022-10-05,2022-10-05 00:00:00,W-93110AS-1-SDA-31DEC22-1,93110,9,ISO_8,W-93110AS-1,surface,0,CFU_25CM2,EM_RODAC
9524,9753332,2022-10-05,2022-10-05 00:00:00,F-93062S-1-SDA-31DEC22-1,93062,9,ISO_8,F-93062S-1,surface,0,CFU_25CM2,EM_RODAC
9525,9753341,2022-10-05,2022-10-05 00:00:00,F-93110S-3-SDA-31DEC22-1,93110,9,ISO_8,F-93110S-3,surface,0,CFU_25CM2,EM_RODAC
9526,9753343,2022-10-05,2022-10-05 00:00:00,F-93110S-5-SDA-31DEC22-1,93110,9,ISO_8,F-93110S-5,surface,0,CFU_25CM2,EM_RODAC
9527,9753358,2022-10-05,2022-10-05 00:00:00,W-93110S-3-SDA-31DEC22-1,93110,9,ISO_8,W-93110S-3,surface,0,CFU_25CM2,EM_RODAC
9528,9753359,2022-10-05,2022-10-05 00:00:00,W-93110S-4-SDA-31DEC22-1,93110,9,ISO_8,W-93110S-4,surface,0,CFU_25CM2,EM_RODAC
9529,9753360,2022-10-05,2022-10-05 00:00:00,W-93110S-5-SDA-31DEC22-1,93110,9,ISO_8,W-93110S-5,surface,0,CFU_25CM2,EM_RODAC
9530,9753352,2022-10-05,2022-10-05 00:00:00,F-94003S-3-SDA-31DEC22-1,94003,9,ISO_8,F-94003S-3,surface,0,CFU_25CM2,EM_RODAC
9531,9753368,2022-10-05,2022-10-05 00:00:00,W-94003S-2-SDA-31DEC22-1,94003,9,ISO_8,W-94003S-2,surface,0,CFU_25CM2,EM_RODAC
9532,9753369,2022-10-05,2022-10-05 00:00:00,W-94003S-3-SDA-31DEC22-1,94003,9,ISO_8,W-94003S-3,surface,0,CFU_25CM2,EM_RODAC
9533,9753351,2022-10-05,2022-10-05 00:00:00,F-94003S-2-SDA-31DEC22-1,94003,9,ISO_8,F-94003S-2,surface,0,CFU_25CM2,EM_RODAC
9534,9753350,2022-10-05,2022-10-05 00:00:00,F-94003S-1-SDA-31DEC22-1,94003,9,ISO_8,F-94003S-1,surface,0,CFU_25CM2,EM_RODAC
9535,9753353,2022-10-05,2022-10-05 00:00:00,F-94010S-1-SDA-31DEC22-1,94010,9,ISO_8,F-94010S-1,surface,0,CFU_25CM2,EM_RODAC
9536,9753367,2022-10-05,2022-10-05 00:00:00,W-94003S-1-SDA-31DEC22-1,94003,9,ISO_8,W-94003S-1,surface,0,CFU_25CM2,EM_RODAC
9537,9753354,2022-10-05,2022-10-05 00:00:00,F-94011S-1-SDA-31DEC22-1,94011,9,ISO_8,F-94011S-1,surface,0,CFU_25CM2,EM_RODAC
9544,9753460,2022-10-06,2022-10-06 00:00:00,V-93113-1 SDA-31DEC22-1,93113,9,ISO_8,V-93113-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9545,9757018,2022-10-06,2022-10-06 00:00:00,V-93113-1-31OCT22-1,93113,9,ISO_8,V-93113-1,viable air,0,CFU_M3,EM_VAIR_M3
9546,9753461,2022-10-06,2022-10-06 00:00:00,V-93114-1 SDA-31DEC22-1,93114,9,ISO_8,V-93114-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9547,9757019,2022-10-06,2022-10-06 00:00:00,V-93114-1-31OCT22-1,93114,9,ISO_8,V-93114-1,viable air,0,CFU_M3,EM_VAIR_M3
9548,9757015,2022-10-06,2022-10-06 00:00:00,V-93111-1-31OCT22-1,93111,9,ISO_8,V-93111-1,viable air,0,CFU_M3,EM_VAIR_M3
9549,9756187,2022-10-06,2022-10-06 00:00:00,V-92072-1-31OCT22-1,92072,9,ISO_9,V-92072-1,viable air,0,CFU_M3,EM_VAIR_M3
9550,9753457,2022-10-06,2022-10-06 00:00:00,V-93111-1 SDA-31DEC22-1,93111,9,ISO_8,V-93111-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9551,9753456,2022-10-06,2022-10-06 00:00:00,V-93110A-1 SDA-31DEC22-1,93110,9,ISO_8,V-93110A,viable air,0,CFU_M3,EM_VAIR_M3
9552,9757013,2022-10-06,2022-10-06 00:00:00,V-93110A-1-31OCT22-1,93110,9,ISO_8,V-93110A-1,viable air,0,CFU_M3,EM_VAIR_M3
9553,9753451,2022-10-06,2022-10-06 00:00:00,V-93110-3 SDA-31DEC22-1,93110,9,ISO_8,V-93110-3 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9554,9757003,2022-10-06,2022-10-06 00:00:00,V-93110-3-31OCT22-1,93110,9,ISO_8,V-93110-3,viable air,0,CFU_M3,EM_VAIR_M3
9555,9756193,2022-10-06,2022-10-06 00:00:00,V-92075-1-31OCT22-1,92075,9,ISO_9,V-92075-1,viable air,0,CFU_M3,EM_VAIR_M3
9556,9753454,2022-10-06,2022-10-06 00:00:00,V-93110-6 SDA-31DEC22-1,93110,9,ISO_8,V-93110-6 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9557,9757008,2022-10-06,2022-10-06 00:00:00,V-93110-6-31OCT22-1,93110,9,ISO_8,V-93110-6,viable air,0,CFU_M3,EM_VAIR_M3
9558,9719447,2022-10-06,2022-10-06 00:00:00,W-92075S-1-31OCT22-1,92075,9,ISO_9,W-92075S-1,surface,0,CFU_25CM2,EM_RODAC
9559,9719451,2022-10-06,2022-10-06 00:00:00,WS-92075S-1-31OCT22-1,92075,9,ISO_9,WS-92075S-1,surface,0,CFU_25CM2,EM_RODAC
9560,9719453,2022-10-06,2022-10-06 00:00:00,WS-92075S-2-31OCT22-1,92075,9,ISO_9,WS-92075S-2,surface,1,CFU_25CM2,EM_RODAC
9561,9719439,2022-10-06,2022-10-06 00:00:00,F-92072S-1-31OCT22-1,92072,9,ISO_9,F-92072S-1,surface,0,CFU_25CM2,EM_RODAC
9562,9719441,2022-10-06,2022-10-06 00:00:00,F-92075S-1-31OCT22-1,92075,9,ISO_9,F-92075S-1,surface,0,CFU_25CM2,EM_RODAC
9563,9719446,2022-10-06,2022-10-06 00:00:00,W-92072S-1-31OCT22-1,92072,9,ISO_9,W-92072S-1,surface,0,CFU_25CM2,EM_RODAC
9564,9753450,2022-10-06,2022-10-06 00:00:00,V-93110-2 SDA-31DEC22-1,93110,9,ISO_8,V-93110-2 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9565,9757001,2022-10-06,2022-10-06 00:00:00,V-93110-2-31OCT22-1,93110,9,ISO_8,V-93110-2,viable air,0,CFU_M3,EM_VAIR_M3
9566,9756189,2022-10-06,2022-10-06 00:00:00,V-92072A-1-31OCT22-1,92072,9,ISO_9,V-92072A-1,viable air,0,CFU_M3,EM_VAIR_M3
9567,9753455,2022-10-06,2022-10-06 00:00:00,V-93110-7 SDA-31DEC22-1,93110,9,ISO_8,V-93110-7 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9568,9756196,2022-10-06,2022-10-06 00:00:00,V-92075-2-31OCT22-1,92075,9,ISO_9,V-92075-2,viable air,0,CFU_M3,EM_VAIR_M3
9569,9757011,2022-10-06,2022-10-06 00:00:00,V-93110-7-31OCT22-1,93110,9,ISO_8,V-93110-7,viable air,0,CFU_M3,EM_VAIR_M3
9570,9719437,2022-10-06,2022-10-06 00:00:00,F-92072AS-1-31OCT22-1,92072,9,ISO_9,F-92072AS-1,surface,0,CFU_25CM2,EM_RODAC
9571,9719444,2022-10-06,2022-10-06 00:00:00,W-92072AS-1-31OCT22-1,92072,9,ISO_9,W-92072AS-1,surface,0,CFU_25CM2,EM_RODAC
9572,9753448,2022-10-06,2022-10-06 00:00:00,V-93062-1 SDA-31DEC22-1,93062,9,ISO_8,V-93062-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
9573,9756199,2022-10-06,2022-10-06 00:00:00,V-92076-1-31OCT22-1,92076,9,ISO_9,V-92076-1,viable air,12,CFU_M3,EM_VAIR_M3
9574,9756997,2022-10-06,2022-10-06 00:00:00,V-93062-1-31OCT22-1,93062,9,ISO_8,V-93062-1,viable air,0,CFU_M3,EM_VAIR_M3
