sample_number,sampled_date,text_id,room,class,sample_site,sample_type,results,units
9406792,2021-11-30,SP-92074-H-1-30NOV21-1,92074,ISO_5,SP-92074-H-1,settle plate,0,CFU
9435657,2021-12-27,F-91261S-1-SDA-27DEC21-1,91261,ISO_8,F-91261S-1,surface,0,CFU_25CM2
9438347,2022-02-24,WS-92075S-2-28FEB22-1,92075,ISO_9,WS-92075S-2,surface,0,CFU_25CM2
9438364,2022-03-01,F-91250S-2-31MAR22-1,91250,ISO_9,F-91250S-2,surface,1,CFU_25CM2
9438352,2022-03-01,F-91230S-1-31MAR22-1,91230,ISO_9,F-91230S-1,surface,0,CFU_25CM2
9438356,2022-03-01,F-91230S-2-31MAR22-1,91230,ISO_9,F-91230S-2,surface,0,CFU_25CM2
9438360,2022-03-01,F-91250S-1-31MAR22-1,91250,ISO_9,F-91250S-1,surface,0,CFU_25CM2
9438368,2022-03-01,F-91260S-1-31MAR22-1,91260,ISO_9,F-91260S-1,surface,1,CFU_25CM2
9438372,2022-03-01,F-91264AS-1-31MAR22-1,91264,ISO_9,F-91264AS-1,surface,0,CFU_25CM2
9438384,2022-03-01,F-91268S-1-31MAR22-1,91268,ISO_9,F-91268S-1,surface,0,CFU_25CM2
9438380,2022-03-01,F-91266S-1-31MAR22-1,91266,ISO_9,F-91266S-1,surface,0,CFU_25CM2
9438386,2022-03-01,F-91269S-1-31MAR22-1,91269,ISO_9,F-91269S-1,surface,0,CFU_25CM2
9438392,2022-03-01,F-91270S-1-31MAR22-1,91270,ISO_9,F-91270S-1,surface,0,CFU_25CM2
9438395,2022-03-01,W-91230S-1-31MAR22-1,91230,ISO_9,W-91230S-1,surface,0,CFU_25CM2
9438401,2022-03-01,W-91230S-2-31MAR22-1,91230,ISO_9,W-91230S-2,surface,0,CFU_25CM2
9438405,2022-03-01,W-91230S-3-31MAR22-1,91230,ISO_9,W-91230S-3,surface,0,CFU_25CM2
9439714,2022-01-23,V-92081-1-28FEB22-1,92081,ISO_9,V-92081-1,viable air,0,CFU_M3
9439715,2022-01-23,V-92082-1-28FEB22-1,92082,ISO_9,V-92082-1,viable air,0,CFU_M3
9439716,2022-01-23,V-92083-1-28FEB22-1,92083,ISO_9,V-92083-1,viable air,16,CFU_M3
9439717,2022-01-23,V-92084-1-28FEB22-1,92084,ISO_9,V-92084-1,viable air,8,CFU_M3
9439718,2022-01-23,V-92084-2-28FEB22-1,92084,ISO_9,V-92084-2,viable air,0,CFU_M3
9439719,2022-01-23,V-92085-1-28FEB22-1,92085,ISO_9,V-92085-1,viable air,4,CFU_M3
9406793,2021-11-30,SP-92074-H-2-30NOV21-1,92074,ISO_5,SP-92074-H-2,settle plate,0,CFU
9438407,2022-03-01,W-91230S-4-31MAR22-1,91230,ISO_9,W-91230S-4,surface,0,CFU_25CM2
9438412,2022-03-01,W-91250S-2-31MAR22-1,91250,ISO_9,W-91250S-2,surface,0,CFU_25CM2
9438416,2022-03-01,W-91250S-3-31MAR22-1,91250,ISO_9,W-91250S-3,surface,0,CFU_25CM2
9438419,2022-03-01,W-91265S-1-31MAR22-1,91265,ISO_9,W-91265S-1,surface,0,CFU_25CM2
9438424,2022-03-01,W-91268S-1-31MAR22-1,91268,ISO_9,W-91268S-1,surface,0,CFU_25CM2
9438429,2022-03-01,W-91269S-1-31MAR22-1,91269,ISO_9,W-91269S-1,surface,0,CFU_25CM2
9438435,2022-01-12,S-92074-H-1 SDA-31MAR22-1,92074,ISO_5,S-92074-H,surface,0,CFU_25CM2
9438439,2022-01-12,S-92074-H-2 SDA-31MAR22-1,92074,ISO_5,S-92074-H,surface,0,CFU_25CM2
9438443,2022-01-19,V-92070-1 SDA-31MAR22-1,92070,ISO_8,V-92070-1 SDA,viable air,0,CFU_M3
9438447,2022-01-19,V-92073-1 SDA-31MAR22-1,92073,ISO_8,V-92073-1 SDA,viable air,0,CFU_M3
9438451,2022-01-19,V-92074-1 SDA-31MAR22-1,92074,ISO_8,V-92074-1 SDA,viable air,0,CFU_M3
9438456,2022-01-19,V-92074-2 SDA-31MAR22-1,92074,ISO_8,V-92074-2 SDA,viable air,0,CFU_M3
9438460,2022-01-12,V-92074-H-1 SDA-31MAR22-1,92074,ISO_5,V-92074-H,viable air,0,CFU_M3
9438464,2022-01-12,V-92074-H-2 SDA-31MAR22-1,92074,ISO_5,V-92074-H,viable air,0,CFU_M3
9438471,2022-01-19,S-92092-H-1 SDA-31MAR22-1,92092,ISO_5,S-92092-H,surface,0,CFU_25CM2
9438474,2022-03-24,V-92091-1 SDA-31MAR22-1,92091,ISO_8,V-92091-1 SDA,viable air,0,CFU_M3
9438476,2022-03-24,V-92092-1 SDA-31MAR22-1,92092,ISO_8,V-92092-1 SDA,viable air,0,CFU_M3
9438480,2022-03-24,V-92092-2 SDA-31MAR22-1,92092,ISO_8,V-92092-2 SDA,viable air,0,CFU_M3
9438484,2022-03-24,V-92092-3 SDA-31MAR22-1,92092,ISO_8,V-92092-3 SDA,viable air,0,CFU_M3
9438490,2022-01-19,V-92092-H-1 SDA-31MAR22-1,92092,ISO_5,V-92092-H,viable air,0,CFU_M3
9438494,2022-03-24,V-92092A-1 SDA-31MAR22-1,92092,ISO_8,V-92092A,viable air,0,CFU_M3
9438497,2022-03-24,V-92093-1 SDA-31MAR22-1,92093,ISO_8,V-92093-1 SDA,viable air,0,CFU_M3
9405949,2021-12-08,F-91157S-1-31DEC21-1,91157,ISO_8,F-91157S-1,surface,0,CFU_25CM2
9405947,2021-12-08,F-91155S-1-31DEC21-1,91155,ISO_8,F-91155S-1,surface,1,CFU_25CM2
9405951,2021-12-08,F-91160S-1-31DEC21-1,91160,ISO_8,F-91160S-1,surface,0,CFU_25CM2
9405953,2021-12-08,F-91160S-2-31DEC21-1,91160,ISO_8,F-91160S-2,surface,0,CFU_25CM2
9405954,2021-12-08,F-91160S-3-31DEC21-1,91160,ISO_8,F-91160S-3,surface,0,CFU_25CM2
9424227,2022-03-02,V-91018-1-31DEC22-1,91018,ISO_9,V-91018-1,viable air,6,CFU_M3
9424231,2022-03-02,V-91120-1-31DEC22-1,91120,ISO_9,V-91120-1,viable air,12,CFU_M3
9429386,2021-12-20,V-92110A-1-20DEC21-1,92110,ISO_8,V-92110A-1,viable air,1,CFU_M3
9429387,2021-12-20,V-92110B-1-20DEC21-1,92110,ISO_8,V-92110B-1,viable air,0,CFU_M3
9429388,2021-12-20,V-92112-1-20DEC21-1,92112,ISO_8,V-92112-1,viable air,4,CFU_M3
9429389,2021-12-20,V-92130A-1-20DEC21-1,92130,ISO_8,V-92130A-1,viable air,0,CFU_M3
9429390,2021-12-20,V-92130A-2-20DEC21-1,92130,ISO_8,V-92130A-2,viable air,2,CFU_M3
9429391,2021-12-20,V-92130B-1-20DEC21-1,92130,ISO_8,V-92130B-1,viable air,0,CFU_M3
9405030,2021-12-09,F-92070S-1-15DEC21-1,92070,ISO_8,F-92070S-1,surface,0,CFU_25CM2
9405033,2021-12-09,F-92073S-1-15DEC21-1,92073,ISO_8,F-92073S-1,surface,0,CFU_25CM2
9405036,2021-12-09,F-92074S-1-15DEC21-1,92074,ISO_8,F-92074S-1,surface,0,CFU_25CM2
9405050,2021-12-09,W-92074S-3-15DEC21-1,92074,ISO_8,W-92074S-3,surface,0,CFU_25CM2
9405039,2021-12-09,W-92070S-1-15DEC21-1,92070,ISO_8,W-92070S-1,surface,1,CFU_25CM2
9405040,2021-12-09,W-92073S-1-15DEC21-1,92073,ISO_8,W-92073S-1,surface,0,CFU_25CM2
9405043,2021-12-09,W-92074S-1-15DEC21-1,92074,ISO_8,W-92074S-1,surface,0,CFU_25CM2
9405046,2021-12-09,W-92074S-2-15DEC21-1,92074,ISO_8,W-92074S-2,surface,0,CFU_25CM2
9405053,2021-12-09,W-92074S-4-15DEC21-1,92074,ISO_8,W-92074S-4,surface,0,CFU_25CM2
9405956,2021-12-08,F-91160S-4-31DEC21-1,91160,ISO_8,F-91160S-4,surface,0,CFU_25CM2
9405962,2021-12-08,F-91162S-1-31DEC21-1,91162,ISO_8,F-91162S-1,surface,0,CFU_25CM2
9405958,2021-12-08,F-91160S-5-31DEC21-1,91160,ISO_8,F-91160S-5,surface,0,CFU_25CM2
9405960,2021-12-08,F-91161S-1-31DEC21-1,91161,ISO_8,F-91161S-1,surface,0,CFU_25CM2
9405964,2021-12-08,F-91163S-1-31DEC21-1,91163,ISO_8,F-91163S-1,surface,1,CFU_25CM2
9405966,2021-12-08,F-91164S-1-31DEC21-1,91164,ISO_8,F-91164S-1,surface,1,CFU_25CM2
9405967,2021-12-08,W-91155S-1-31DEC21-1,91155,ISO_8,W-91155S-1,surface,0,CFU_25CM2
9405969,2021-12-08,W-91160S-1-31DEC21-1,91160,ISO_8,W-91160S-1,surface,0,CFU_25CM2
9405971,2021-12-08,W-91160S-2-31DEC21-1,91160,ISO_8,W-91160S-2,surface,0,CFU_25CM2
9405973,2021-12-08,W-91160S-3-31DEC21-1,91160,ISO_8,W-91160S-3,surface,0,CFU_25CM2
9405974,2021-12-08,W-91160S-4-31DEC21-1,91160,ISO_8,W-91160S-4,surface,0,CFU_25CM2
9405976,2021-12-08,W-91162S-1-31DEC21-1,91162,ISO_8,W-91162S-1,surface,0,CFU_25CM2
9405978,2021-12-08,W-91164S-1-31DEC21-1,91164,ISO_8,W-91164S-1,surface,0,CFU_25CM2
9405979,2021-12-08,W-91164S-2-31DEC21-1,91164,ISO_8,W-91164S-2,surface,0,CFU_25CM2
9405983,2021-12-10,F-91140S-1-31DEC21-1,91140,ISO_8,F-91140S-1,surface,0,CFU_25CM2
9424233,2022-03-02,V-91120-2-31DEC22-1,91120,ISO_9,V-91120-2,viable air,0,CFU_M3
9424235,2022-03-02,V-91120-3-31DEC22-1,91120,ISO_9,V-91120-3,viable air,16,CFU_M3
9424237,2022-03-02,V-91200-1-31DEC22-1,91200,ISO_9,V-91200-1,viable air,0,CFU_M3
9424239,2022-03-02,V-91262-1-31DEC22-1,91262,ISO_9,V-91262-1,viable air,8,CFU_M3
9424242,2022-03-02,V-91264-1-31DEC22-1,91264,ISO_9,V-91264-1,viable air,6,CFU_M3
9424251,2022-03-02,V-91293-1-31DEC22-1,91293,ISO_9,V-91293-1,viable air,46,CFU_M3
9424243,2022-03-02,V-91290-1-31DEC22-1,91290,ISO_9,V-91290-1,viable air,2,CFU_M3
9424245,2022-03-02,V-91291-1-31DEC22-1,91291,ISO_9,V-91291-1,viable air,14,CFU_M3
9424248,2022-03-02,V-91292-1-31DEC22-1,91292,ISO_9,V-91292-1,viable air,2,CFU_M3
9424253,2022-03-02,V-91294-1-31DEC22-1,91294,ISO_9,V-91294-1,viable air,2,CFU_M3
9429392,2021-12-20,V-92130D-1-20DEC21-1,92130,ISO_8,V-92130D-1,viable air,0,CFU_M3
9429393,2021-12-20,V-92130E-1-20DEC21-1,92130,ISO_8,V-92130E-1,viable air,1,CFU_M3
9429394,2021-12-20,V-92130E-2-20DEC21-1,92130,ISO_8,V-92130E-2,viable air,0,CFU_M3
9429395,2021-12-20,V-92130E-3-20DEC21-1,92130,ISO_8,V-92130E-3,viable air,0,CFU_M3
9429397,2021-12-20,V-92110A-1 SDA-20DEC21-1,92110,ISO_8,V-92110A,viable air,0,CFU_M3
9429398,2021-12-20,V-92110B-1 SDA-20DEC21-1,92110,ISO_8,V-92110B,viable air,0,CFU_M3
9429403,2021-12-20,V-92130D-1 SDA-20DEC21-1,92130,ISO_8,V-92130D,viable air,0,CFU_M3
9429399,2021-12-20,V-92112-1 SDA-20DEC21-1,92112,ISO_8,V-92112-1 SDA,viable air,0,CFU_M3
9429400,2021-12-20,V-92130A-1 SDA-20DEC21-1,92130,ISO_8,V-92130A,viable air,0,CFU_M3
9429401,2021-12-20,V-92130A-2 SDA-20DEC21-1,92130,ISO_8,V-92130A,viable air,0,CFU_M3
9429402,2021-12-20,V-92130B-1 SDA-20DEC21-1,92130,ISO_8,V-92130B,viable air,0,CFU_M3
9429404,2021-12-20,V-92130E-1 SDA-20DEC21-1,92130,ISO_8,V-92130E,viable air,1,CFU_M3
9429405,2021-12-20,V-92130E-2 SDA-20DEC21-1,92130,ISO_8,V-92130E,viable air,0,CFU_M3
9429406,2021-12-20,V-92130E-3 SDA-20DEC21-1,92130,ISO_8,V-92130E,viable air,0,CFU_M3
9433488,2021-12-26,S-92074-H-2-01JAN22-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
9433485,2021-12-26,S-92074-H-1-01JAN22-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
9433493,2021-12-26,V-92074-H-1-01JAN22-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9433496,2021-12-26,V-92074-H-2-01JAN22-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
9433506,2021-12-30,S-92092-H-1-01JAN22-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9433510,2021-12-30,V-92092-H-1-01JAN22-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9438569,2022-01-19,V-92213-1-28FEB22-1,92213,ISO_9,V-92213-1,viable air,2,CFU_M3
9438556,2022-01-19,V-92210-1-28FEB22-1,92210,ISO_9,V-92210-1,viable air,0,CFU_M3
9438559,2022-01-19,V-92210-2-28FEB22-1,92210,ISO_9,V-92210-2,viable air,0,CFU_M3
9438564,2022-01-19,V-92212-1-28FEB22-1,92212,ISO_9,V-92212-1,viable air,0,CFU_M3
9438573,2022-01-19,V-92213A-1-28FEB22-1,92213,ISO_9,V-92213A-1,viable air,0,CFU_M3
9438578,2022-01-19,V-92215-1-28FEB22-1,92215,ISO_9,V-92215-1,viable air,0,CFU_M3
9438584,2022-01-19,V-92216-1-28FEB22-1,92216,ISO_9,V-92216-1,viable air,0,CFU_M3
9438587,2022-01-19,V-92217-1-28FEB22-1,92217,ISO_9,V-92217-1,viable air,2,CFU_M3
9438597,2022-01-19,V-92218-2-28FEB22-1,92218,ISO_9,V-92218-2,viable air,0,CFU_M3
9438600,2022-01-19,V-92230-1-28FEB22-1,92230,ISO_9,V-92230-1,viable air,0,CFU_M3
9438605,2022-01-19,V-92230-2-28FEB22-1,92230,ISO_9,V-92230-2,viable air,0,CFU_M3
9394952,2021-11-22,S-92074-H-2-27NOV21-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
9394950,2021-11-22,S-92074-H-1-27NOV21-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
9394955,2021-11-22,V-92074-H-1-27NOV21-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9394961,2021-11-22,V-92074-H-2-27NOV21-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
9394967,2021-11-23,S-92092-H-1-27NOV21-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9394970,2021-11-23,V-92092-H-1-27NOV21-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9401269,2021-11-30,V-92074-H-2-04DEC21-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
9401260,2021-11-30,S-92074-H-1-04DEC21-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
9401262,2021-11-30,S-92074-H-2-04DEC21-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
9401264,2021-11-30,V-92074-H-1-04DEC21-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9405059,2021-12-08,F-92091S-1-15DEC21-1,92091,ISO_8,F-92091S-1,surface,3,CFU_25CM2
9405062,2021-12-08,F-92092AS-1-15DEC21-1,92092,ISO_8,F-92092AS-1,surface,0,CFU_25CM2
9405066,2021-12-08,F-92092S-1-15DEC21-1,92092,ISO_8,F-92092S-1,surface,0,CFU_25CM2
9405069,2021-12-08,F-92093S-1-15DEC21-1,92093,ISO_8,F-92093S-1,surface,0,CFU_25CM2
9401278,2021-12-01,S-92092-H-1-04DEC21-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9401283,2021-12-01,V-92092-H-1-04DEC21-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9405072,2021-12-08,W-92091S-1-15DEC21-1,92091,ISO_8,W-92091S-1,surface,0,CFU_25CM2
9405078,2021-12-08,W-92092S-1-15DEC21-1,92092,ISO_8,W-92092S-1,surface,0,CFU_25CM2
9405081,2021-12-08,W-92092S-2-15DEC21-1,92092,ISO_8,W-92092S-2,surface,0,CFU_25CM2
9405084,2021-12-08,W-92092S-3-15DEC21-1,92092,ISO_8,W-92092S-3,surface,0,CFU_25CM2
9405088,2021-12-08,W-92093S-1-15DEC21-1,92093,ISO_8,W-92093S-1,surface,0,CFU_25CM2
9405092,2021-12-08,WS-92092S-1-15DEC21-1,92092,ISO_8,WS-92092S-1,surface,1,CFU_25CM2
9405094,2021-12-08,WS-92092S-2-15DEC21-1,92092,ISO_8,WS-92092S-2,surface,0,CFU_25CM2
9405985,2021-12-10,F-91141S-1-31DEC21-1,91141,ISO_8,F-91141S-1,surface,0,CFU_25CM2
9405987,2021-12-10,F-91141S-2-31DEC21-1,91141,ISO_8,F-91141S-2,surface,0,CFU_25CM2
9405989,2021-12-10,F-91142S-1-31DEC21-1,91142,ISO_8,F-91142S-1,surface,0,CFU_25CM2
9405991,2021-12-10,F-91143S-1-31DEC21-1,91143,ISO_8,F-91143S-1,surface,0,CFU_25CM2
9418593,2021-12-13,V-92074-H-2-18DEC21-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
9418583,2021-12-13,S-92074-H-1-18DEC21-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
9418587,2021-12-13,S-92074-H-2-18DEC21-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
9418589,2021-12-13,V-92074-H-1-18DEC21-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9418602,2021-12-12,S-92092-H-1-18DEC21-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9418605,2021-12-12,V-92092-H-1-18DEC21-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9422629,2021-12-28,SP-91160-1-31DEC21-1,91160,ISO_8,SP-91160-1,settle plate,0,CFU
9422630,2021-12-28,V-91155-1-31DEC21-1,91155,ISO_8,V-91155-1,viable air,0,CFU_M3
9422631,2021-12-28,V-91157-1-31DEC21-1,91157,ISO_8,V-91157-1,viable air,0,CFU_M3
9422632,2021-12-28,V-91160-1-31DEC21-1,91160,ISO_8,V-91160-1,viable air,0,CFU_M3
9422633,2021-12-28,V-91160-11-31DEC21-1,91160,ISO_8,V-91160-11,viable air,0,CFU_M3
9429407,2021-12-20,V-92130E-4 SDA-20DEC21-1,92130,ISO_8,V-92130E,viable air,0,CFU_M3
9429408,2021-12-20,F-92110AS-1-20DEC21-1,92110,ISO_8,F-92110AS-1,surface,0,CFU_25CM2
9429409,2021-12-20,F-92110BS-1-20DEC21-1,92110,ISO_8,F-92110BS-1,surface,0,CFU_25CM2
9429410,2021-12-20,F-92112S-1-20DEC21-1,92112,ISO_8,F-92112S-1,surface,1,CFU_25CM2
9429411,2021-12-20,F-92130AS-1-20DEC21-1,92130,ISO_8,F-92130AS-1,surface,2,CFU_25CM2
9429414,2021-12-20,F-92130ES-1-20DEC21-1,92130,ISO_8,F-92130ES-1,surface,11,CFU_25CM2
9429412,2021-12-20,F-92130BS-1-20DEC21-1,92130,ISO_8,F-92130BS-1,surface,15,CFU_25CM2
9429413,2021-12-20,F-92130DS-1-20DEC21-1,92130,ISO_8,F-92130DS-1,surface,16,CFU_25CM2
9429415,2021-12-20,F-92130ES-2-20DEC21-1,92130,ISO_8,F-92130ES-2,surface,0,CFU_25CM2
9429416,2021-12-20,W-92110BS-1-20DEC21-1,92110,ISO_8,W-92110BS-1,surface,0,CFU_25CM2
9429417,2021-12-20,W-92130DS-1-20DEC21-1,92130,ISO_8,W-92130DS-1,surface,0,CFU_25CM2
9429418,2021-12-20,W-92130ES-1-20DEC21-1,92130,ISO_8,W-92130ES-1,surface,0,CFU_25CM2
9429419,2021-12-20,W-92130ES-2-20DEC21-1,92130,ISO_8,W-92130ES-2,surface,0,CFU_25CM2
9429420,2021-12-20,W-92130ES-3-20DEC21-1,92130,ISO_8,W-92130ES-3,surface,0,CFU_25CM2
9429421,2021-12-20,F-92110AS-1-SDA-20DEC21-1,92110,ISO_8,F-92110AS-1,surface,0,CFU_25CM2
9438609,2022-01-19,V-92230-3-28FEB22-1,92230,ISO_9,V-92230-3,viable air,0,CFU_M3
9438614,2022-01-19,V-92230-4-28FEB22-1,92230,ISO_9,V-92230-4,viable air,0,CFU_M3
9438625,2022-01-19,V-92245-2-28FEB22-1,92245,ISO_9,V-92245-2,viable air,0,CFU_M3
9438631,2022-01-19,V-92246-1-28FEB22-1,92246,ISO_9,V-92246-1,viable air,0,CFU_M3
9438634,2022-01-19,V-92247-1-28FEB22-1,92247,ISO_9,V-92247-1,viable air,0,CFU_M3
9438637,2022-01-19,V-92248-1-28FEB22-1,92248,ISO_9,V-92248-1,viable air,0,CFU_M3
9438641,2022-01-19,V-92254-1-28FEB22-1,92254,ISO_9,V-92254-1,viable air,0,CFU_M3
9438645,2022-01-19,V-92255-1-28FEB22-1,92255,ISO_9,V-92255-1,viable air,0,CFU_M3
9438651,2022-01-19,V-92256-1-28FEB22-1,92256,ISO_9,V-92256-1,viable air,0,CFU_M3
9438655,2022-01-19,V-92257-1-28FEB22-1,92257,ISO_9,V-92257-1,viable air,0,CFU_M3
9438616,2022-01-19,V-92230-5-28FEB22-1,92230,ISO_9,V-92230-5,viable air,0,CFU_M3
9438619,2022-01-19,V-92245-1-28FEB22-1,92245,ISO_9,V-92245-1,viable air,0,CFU_M3
9438660,2022-01-19,V-92266-1-28FEB22-1,92266,ISO_9,V-92266-1,viable air,0,CFU_M3
9438676,2022-03-25,V-91212-1 SDA-31MAR22-1,91212,ISO_8,V-91212-1 SDA,viable air,0,CFU_M3
9405123,2021-12-09,V-92070-1-15DEC21-1,92070,ISO_8,V-92070-1,viable air,0,CFU_M3
9405127,2021-12-09,V-92073-1-15DEC21-1,92073,ISO_8,V-92073-1,viable air,0,CFU_M3
9405130,2021-12-09,V-92074-1-15DEC21-1,92074,ISO_8,V-92074-1,viable air,1,CFU_M3
9405149,2021-12-08,V-92091-1-15DEC21-1,92091,ISO_8,V-92091-1,viable air,0,CFU_M3
9405155,2021-12-08,V-92092-1-15DEC21-1,92092,ISO_8,V-92092-1,viable air,1,CFU_M3
9405159,2021-12-08,V-92092-2-15DEC21-1,92092,ISO_8,V-92092-2,viable air,5,CFU_M3
9405162,2021-12-08,V-92092-3-15DEC21-1,92092,ISO_8,V-92092-3,viable air,2,CFU_M3
9406019,2021-12-10,SP-92058-1-31DEC21-1,92058,ISO_8,SP-92058-1,settle plate,0,CFU
9406021,2021-12-10,V-92014-1-31DEC21-1,92014,ISO_8,V-92014-1,viable air,0,CFU_M3
9406024,2021-12-10,V-92055-1-31DEC21-1,92055,ISO_8,V-92055-1,viable air,0,CFU_M3
9387231,2021-11-14,S-92074-H-1-20NOV21-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
9387235,2021-11-14,S-92074-H-2-20NOV21-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
9387236,2021-11-14,V-92074-H-1-20NOV21-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9387243,2021-11-14,V-92074-H-2-20NOV21-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
9387251,2021-11-15,S-92092-H-1-20NOV21-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9406026,2021-12-10,V-92056-1-31DEC21-1,92056,ISO_8,V-92056-1,viable air,0,CFU_M3
9406029,2021-12-10,V-92057-1-31DEC21-1,92057,ISO_8,V-92057-1,viable air,2,CFU_M3
9406031,2021-12-10,V-92057-2-31DEC21-1,92057,ISO_8,V-92057-2,viable air,0,CFU_M3
9406033,2021-12-10,V-92057-3-31DEC21-1,92057,ISO_8,V-92057-3,viable air,0,CFU_M3
9406038,2021-12-10,V-92059-1-31DEC21-1,92059,ISO_8,V-92059-1,viable air,0,CFU_M3
9406034,2021-12-10,V-92058-1 -31DEC21-1,92058,ISO_8,V-92058-1 ,viable air,2,CFU_M3
9406035,2021-12-10,V-92058-2-31DEC21-1,92058,ISO_8,V-92058-2,viable air,0,CFU_M3
9406040,2021-12-10,V-92060-1-31DEC21-1,92060,ISO_8,V-92060-1,viable air,0,CFU_M3
9406042,2021-12-10,V-92061-1-31DEC21-1,92061,ISO_8,V-92061-1,viable air,0,CFU_M3
9422634,2021-12-28,V-91160-2-31DEC21-1,91160,ISO_8,V-91160-2,viable air,0,CFU_M3
9422635,2021-12-28,V-91160-3-31DEC21-1,91160,ISO_8,V-91160-3,viable air,0,CFU_M3
9422636,2021-12-28,V-91160-6-31DEC21-1,91160,ISO_8,V-91160-6,viable air,0,CFU_M3
9422637,2021-12-28,V-91160-7-31DEC21-1,91160,ISO_8,V-91160-7,viable air,0,CFU_M3
9422638,2021-12-28,V-91160-8-31DEC21-1,91160,ISO_8,V-91160-8,viable air,0,CFU_M3
9422639,2021-12-28,V-91160-9-31DEC21-1,91160,ISO_8,V-91160-9,viable air,0,CFU_M3
9422640,2021-12-28,V-91161-1-31DEC21-1,91161,ISO_8,V-91161-1,viable air,0,CFU_M3
9422641,2021-12-28,V-91162-1-31DEC21-1,91162,ISO_8,V-91162-1,viable air,0,CFU_M3
9422642,2021-12-28,V-91163-1-31DEC21-1,91163,ISO_8,V-91163-1,viable air,0,CFU_M3
9422643,2021-12-28,V-91164-1-31DEC21-1,91164,ISO_8,V-91164-1,viable air,0,CFU_M3
9429422,2021-12-20,F-92110BS-1-SDA-20DEC21-1,92110,ISO_8,F-92110BS-1,surface,0,CFU_25CM2
9429423,2021-12-20,F-92112S-1-SDA-20DEC21-1,92112,ISO_8,F-92112S-1,surface,0,CFU_25CM2
9429424,2021-12-20,F-92130AS-1-SDA-20DEC21-1,92130,ISO_8,F-92130AS-1,surface,0,CFU_25CM2
9429425,2021-12-20,F-92130BS-1-SDA-20DEC21-1,92130,ISO_8,F-92130BS-1,surface,0,CFU_25CM2
9429426,2021-12-20,F-92130DS-1-SDA-20DEC21-1,92130,ISO_8,F-92130DS-1,surface,0,CFU_25CM2
9429427,2021-12-20,F-92130ES-1-SDA-20DEC21-1,92130,ISO_8,F-92130ES-1,surface,0,CFU_25CM2
9429428,2021-12-20,F-92130ES-2-SDA-20DEC21-1,92130,ISO_8,F-92130ES-2,surface,0,CFU_25CM2
9429429,2021-12-20,W-92110BS-1-SDA-20DEC21-1,92110,ISO_8,W-92110BS-1,surface,0,CFU_25CM2
9429430,2021-12-20,W-92130DS-1-SDA-20DEC21-1,92130,ISO_8,W-92130DS-1,surface,0,CFU_25CM2
9429431,2021-12-20,W-92130ES-1-SDA-20DEC21-1,92130,ISO_8,W-92130ES-1,surface,0,CFU_25CM2
9429432,2021-12-20,W-92130ES-2-SDA-20DEC21-1,92130,ISO_8,W-92130ES-2,surface,0,CFU_25CM2
9429433,2021-12-20,W-92130ES-3-SDA-20DEC21-1,92130,ISO_8,W-92130ES-3,surface,0,CFU_25CM2
9437883,2022-01-19,F-92070S-1-SDA-31MAR22-1,92070,ISO_8,F-92070S-1,surface,0,CFU_25CM2
9437887,2022-01-19,F-92073S-1-SDA-31MAR22-1,92073,ISO_8,F-92073S-1,surface,0,CFU_25CM2
9437890,2022-01-19,F-92074S-1-SDA-31MAR22-1,92074,ISO_8,F-92074S-1,surface,0,CFU_25CM2
9437894,2022-01-19,W-92070S-1-SDA-31MAR22-1,92070,ISO_8,W-92070S-1,surface,0,CFU_25CM2
