sample_number,sampled_date,text_id,room,class,sample_site,sample_type,results,units
8847475,2020-09-06,WS-92092S-1-15SEP20-1,92092,ISO_8,WS-92092S-1,surface,0,CFU_25CM2
8764390,2020-07-29,F-92210S-1-30SEP20-2,92210,ISO_9,F-92210S-1,surface,0,CFU_25CM2
8764999,2020-07-29,V-92230-2-31AUG20-2,92230,ISO_9,V-92230-2,viable air,0,CFU_M3
8845432,2020-10-15,V-91230-4-31OCT20-1,91230,ISO_9,V-91230-4,viable air,0,CFU_M3
8845434,2020-09-18,V-91250-1-31OCT20-1,91250,ISO_9,V-91250-1,viable air,0,CFU_M3
8845437,2020-09-18,V-91250-2-31OCT20-1,91250,ISO_9,V-91250-2,viable air,0,CFU_M3
8845439,2020-09-18,V-91250-3-31OCT20-1,91250,ISO_9,V-91250-3,viable air,0,CFU_M3
8845441,2020-09-18,V-91250-4-31OCT20-1,91250,ISO_9,V-91250-4,viable air,0,CFU_M3
8845445,2020-09-18,V-91266-1-31OCT20-1,91266,ISO_9,V-91266-1,viable air,0,CFU_M3
8845443,2020-09-18,V-91264A-1-31OCT20-1,91264,ISO_9,V-91264A-1,viable air,0,CFU_M3
8845444,2020-09-18,V-91265-1-31OCT20-1,91265,ISO_9,V-91265-1,viable air,0,CFU_M3
8845446,2020-09-18,V-91266-2-31OCT20-1,91266,ISO_9,V-91266-2,viable air,0,CFU_M3
8845447,2020-09-18,V-91268-1-31OCT20-1,91268,ISO_9,V-91268-1,viable air,0,CFU_M3
8845449,2020-09-18,V-91270-1-31OCT20-1,91270,ISO_9,V-91270-1,viable air,0,CFU_M3
8847532,2020-09-06,V-92092-1-15SEP20-1,92092,ISO_8,V-92092-1,viable air,3,CFU_M3
8847507,2020-09-09,V-92070-1-15SEP20-1,92070,ISO_8,V-92070-1,viable air,0,CFU_M3
8847511,2020-09-09,V-92073-1-15SEP20-1,92073,ISO_8,V-92073-1,viable air,0,CFU_M3
8847513,2020-09-09,V-92074-1-15SEP20-1,92074,ISO_8,V-92074-1,viable air,0,CFU_M3
8847517,2020-09-09,V-92074-2-15SEP20-1,92074,ISO_8,V-92074-2,viable air,0,CFU_M3
8847529,2020-09-06,V-92091-1-15SEP20-1,92091,ISO_8,V-92091-1,viable air,0,CFU_M3
8817220,2020-08-07,SP-92074-H-1-07AUG20-1,92074,ISO_5,SP-92074-H-1,settle plate,0,CFU
8817221,2020-08-07,SP-92074-H-2-07AUG20-1,92074,ISO_5,SP-92074-H-2,settle plate,0,CFU
8845773,2020-09-09,F-92014S-1-31OCT20-1,92014,ISO_8,F-92014S-1,surface,0,CFU_25CM2
8845774,2020-09-09,F-92055S-1-31OCT20-1,92055,ISO_8,F-92055S-1,surface,0,CFU_25CM2
8845775,2020-09-09,F-92056S-1-31OCT20-1,92056,ISO_8,F-92056S-1,surface,0,CFU_25CM2
8845776,2020-09-09,F-92057S-1-31OCT20-1,92057,ISO_8,F-92057S-1,surface,0,CFU_25CM2
8845777,2020-09-09,F-92057S-2-31OCT20-1,92057,ISO_8,F-92057S-2,surface,0,CFU_25CM2
8845778,2020-09-09,F-92058S-1-31OCT20-1,92058,ISO_8,F-92058S-1,surface,0,CFU_25CM2
8845779,2020-09-09,F-92058S-2-31OCT20-1,92058,ISO_8,F-92058S-2,surface,0,CFU_25CM2
8847416,2020-09-10,F-92073S-1-15SEP20-1,92073,ISO_8,F-92073S-1,surface,0,CFU_25CM2
8847412,2020-09-10,F-92070S-1-15SEP20-1,92070,ISO_8,F-92070S-1,surface,0,CFU_25CM2
8847429,2020-09-10,W-92074S-1-15SEP20-1,92074,ISO_8,W-92074S-1,surface,0,CFU_25CM2
8847420,2020-09-10,F-92074S-1-15SEP20-1,92074,ISO_8,F-92074S-1,surface,0,CFU_25CM2
8847422,2020-09-10,W-92070S-1-15SEP20-1,92070,ISO_8,W-92070S-1,surface,0,CFU_25CM2
8847426,2020-09-10,W-92073S-1-15SEP20-1,92073,ISO_8,W-92073S-1,surface,0,CFU_25CM2
8847432,2020-09-10,W-92074S-2-15SEP20-1,92074,ISO_8,W-92074S-2,surface,0,CFU_25CM2
8847435,2020-09-10,W-92074S-3-15SEP20-1,92074,ISO_8,W-92074S-3,surface,0,CFU_25CM2
8847439,2020-09-10,W-92074S-4-15SEP20-1,92074,ISO_8,W-92074S-4,surface,0,CFU_25CM2
8847535,2020-09-06,V-92092-2-15SEP20-1,92092,ISO_8,V-92092-2,viable air,0,CFU_M3
8847545,2020-09-06,V-92093-1-15SEP20-1,92093,ISO_8,V-92093-1,viable air,0,CFU_M3
8847538,2020-09-06,V-92092-3-15SEP20-1,92092,ISO_8,V-92092-3,viable air,0,CFU_M3
8847541,2020-09-06,V-92092A-1-15SEP20-1,92092,ISO_8,V-92092A-1,viable air,0,CFU_M3
8803657,2020-07-29,V-91141-H-2-29JUL20-1,91141,ISO_8,V-91141-H-2,viable air,0,CFU_M3
8803658,2020-07-29,V-91141-H-6-29JUL20-1,91141,ISO_8,V-91141-H-6,viable air,0,CFU_M3
8803659,2020-07-29,V-91141-H-7-29JUL20-1,91141,ISO_8,V-91141-H-7,viable air,0,CFU_M3
8845780,2020-09-09,F-92059S-1-31OCT20-1,92059,ISO_8,F-92059S-1,surface,0,CFU_25CM2
8845781,2020-09-09,F-92060S-1-31OCT20-1,92060,ISO_8,F-92060S-1,surface,0,CFU_25CM2
8845782,2020-09-09,F-92061AS-1-31OCT20-1,92061,ISO_8,F-92061AS-1,surface,1,CFU_25CM2
8845783,2020-09-09,F-92061S-1-31OCT20-1,92061,ISO_8,F-92061S-1,surface,0,CFU_25CM2
8845784,2020-09-09,F-92062S-1-31OCT20-1,92062,ISO_8,F-92062S-1,surface,0,CFU_25CM2
8845785,2020-09-09,F-92174S-1-31OCT20-1,92174,ISO_8,F-92174S-1,surface,0,CFU_25CM2
8845786,2020-09-09,W-92057S-1-31OCT20-1,92057,ISO_8,W-92057S-1,surface,0,CFU_25CM2
8845789,2020-09-09,W-92061AS-1-31OCT20-1,92061,ISO_8,W-92061AS-1,surface,0,CFU_25CM2
8845787,2020-09-09,W-92057S-2-31OCT20-1,92057,ISO_8,W-92057S-2,surface,0,CFU_25CM2
8845788,2020-09-09,W-92058S-1-31OCT20-1,92058,ISO_8,W-92058S-1,surface,0,CFU_25CM2
8845790,2020-09-02,F-93062S-1-31OCT20-1,93062,ISO_8,F-93062S-1,surface,1,CFU_25CM2
8845791,2020-09-02,F-93110AS-1-31OCT20-1,93110,ISO_8,F-93110AS-1,surface,2,CFU_25CM2
8845792,2020-09-02,F-93110S-1-31OCT20-1,93110,ISO_8,F-93110S-1,surface,0,CFU_25CM2
8845793,2020-09-02,F-93110S-2-31OCT20-1,93110,ISO_8,F-93110S-2,surface,0,CFU_25CM2
8845794,2020-09-02,F-93110S-3-31OCT20-1,93110,ISO_8,F-93110S-3,surface,0,CFU_25CM2
8847605,2020-09-16,V-93210-1-30SEP20-1,93210,ISO_9,V-93210-1,viable air,2,CFU_M3
8847608,2020-09-16,V-93211-1-30SEP20-1,93211,ISO_9,V-93211-1,viable air,0,CFU_M3
8847612,2020-09-16,V-93211-3-30SEP20-1,93211,ISO_9,V-93211-3,viable air,0,CFU_M3
8847611,2020-09-16,V-93211-2-30SEP20-1,93211,ISO_9,V-93211-2,viable air,0,CFU_M3
8878590,2020-09-25,F-91172S-A-25SEP20-1,91172,ISO_8,F-91172S-A,surface,0,CFU_25CM2
8878592,2020-09-25,V-91160-A-25SEP20-1,91160,ISO_8,V-91160-A,viable air,0,CFU_M3
8878852,2020-09-25,V-91172-A-25SEP20-2,91172,ISO_8,V-91172-A,viable air,0,CFU_M3
8857429,2020-09-07,V-91141-H-2-07SEP20-1,91141,ISO_8,V-91141-H-2,viable air,0,CFU_M3
8878664,2020-09-25,F-91160S-A-25SEP20-1,91160,ISO_8,F-91160S-A,surface,0,CFU_25CM2
8857430,2020-09-07,V-91141-H-6-07SEP20-1,91141,ISO_8,V-91141-H-6,viable air,0,CFU_M3
8857431,2020-09-07,V-91141-H-7-07SEP20-1,91141,ISO_8,V-91141-H-7,viable air,0,CFU_M3
8857435,2020-09-07,SP-91141-H-3-07SEP20-1,91141,ISO_8,SP-91141-H-3,settle plate,0,CFU
8765202,2020-09-04,V-91212-2 SDA-30SEP20-2,91212,ISO_8,V-91212-2 SDA,viable air,0,CFU_M3
8828967,2020-08-17,V-92230-1-17AUG20-1,92230,ISO_9,V-92230-1,viable air,0,CFU_M3
8845795,2020-09-02,F-93110S-4-31OCT20-1,93110,ISO_8,F-93110S-4,surface,0,CFU_25CM2
8845796,2020-09-02,F-93110S-5-31OCT20-1,93110,ISO_8,F-93110S-5,surface,0,CFU_25CM2
8845797,2020-09-02,F-93111S-1-31OCT20-1,93111,ISO_8,F-93111S-1,surface,0,CFU_25CM2
8845798,2020-09-02,F-93112S-1-31OCT20-1,93112,ISO_8,F-93112S-1,surface,0,CFU_25CM2
8845799,2020-09-02,F-93112S-2-31OCT20-1,93112,ISO_8,F-93112S-2,surface,1,CFU_25CM2
8845800,2020-09-02,F-93113S-1-31OCT20-1,93113,ISO_8,F-93113S-1,surface,0,CFU_25CM2
8845801,2020-09-02,F-93114S-1-31OCT20-1,93114,ISO_8,F-93114S-1,surface,0,CFU_25CM2
8845802,2020-09-02,F-93115S-1-31OCT20-1,93115,ISO_8,F-93115S-1,surface,1,CFU_25CM2
8845803,2020-09-02,F-94003S-1-31OCT20-1,94003,ISO_8,F-94003S-1,surface,0,CFU_25CM2
8845804,2020-09-02,F-94003S-2-31OCT20-1,94003,ISO_8,F-94003S-2,surface,0,CFU_25CM2
8845805,2020-09-02,F-94003S-3-31OCT20-1,94003,ISO_8,F-94003S-3,surface,0,CFU_25CM2
8845806,2020-09-02,F-94010S-1-31OCT20-1,94010,ISO_8,F-94010S-1,surface,0,CFU_25CM2
8845809,2020-09-02,W-93110S-1-31OCT20-1,93110,ISO_8,W-93110S-1,surface,0,CFU_25CM2
8845807,2020-09-02,F-94011S-1-31OCT20-1,94011,ISO_8,F-94011S-1,surface,0,CFU_25CM2
8845808,2020-09-02,W-93110AS-1-31OCT20-1,93110,ISO_8,W-93110AS-1,surface,0,CFU_25CM2
8847614,2020-09-16,V-93211-4-30SEP20-1,93211,ISO_9,V-93211-4,viable air,0,CFU_M3
8847616,2020-09-16,V-93211-5-30SEP20-1,93211,ISO_9,V-93211-5,viable air,0,CFU_M3
8847618,2020-09-16,V-93211-6-30SEP20-1,93211,ISO_9,V-93211-6,viable air,0,CFU_M3
8847620,2020-09-16,V-93211-7-30SEP20-1,93211,ISO_9,V-93211-7,viable air,0,CFU_M3
8847630,2020-09-16,V-93212-1-30SEP20-1,93212,ISO_9,V-93212-1,viable air,0,CFU_M3
8847622,2020-09-16,V-93211-8-30SEP20-1,93211,ISO_9,V-93211-8,viable air,2,CFU_M3
8847626,2020-09-16,V-93211A-1-30SEP20-1,93211,ISO_9,V-93211A-1,viable air,0,CFU_M3
8847633,2020-09-16,V-93213-1-30SEP20-1,93213,ISO_9,V-93213-1,viable air,0,CFU_M3
8847637,2020-09-16,V-93214-1-30SEP20-1,93214,ISO_9,V-93214-1,viable air,0,CFU_M3
8847639,2020-09-16,V-93215-1-30SEP20-1,93215,ISO_9,V-93215-1,viable air,0,CFU_M3
8847643,2020-09-16,V-93215-2-30SEP20-1,93215,ISO_9,V-93215-2,viable air,0,CFU_M3
8847646,2020-09-16,V-93216-1-30SEP20-1,93216,ISO_9,V-93216-1,viable air,0,CFU_M3
8847650,2020-09-16,V-94015-1-30SEP20-1,94015,ISO_9,V-94015-1,viable air,0,CFU_M3
8847653,2020-09-16,V-94020-1-30SEP20-1,94020,ISO_9,V-94020-1,viable air,0,CFU_M3
8828969,2020-08-17,V-92230-4-17AUG20-1,92230,ISO_9,V-92230-4,viable air,0,CFU_M3
8828971,2020-08-17,V-92255-1-17AUG20-1,92255,ISO_9,V-92255-1,viable air,0,CFU_M3
8828973,2020-08-17,F-92230S-1-17AUG20-1,92230,ISO_9,F-92230S-1,surface,0,CFU_25CM2
8828974,2020-08-17,F-92230S-2-17AUG20-1,92230,ISO_9,F-92230S-2,surface,0,CFU_25CM2
8828975,2020-08-17,F-92255S-1-17AUG20-1,92255,ISO_9,F-92255S-1,surface,0,CFU_25CM2
8845810,2020-09-02,W-93110S-2-31OCT20-1,93110,ISO_8,W-93110S-2,surface,0,CFU_25CM2
8845811,2020-09-02,W-93110S-3-31OCT20-1,93110,ISO_8,W-93110S-3,surface,0,CFU_25CM2
8845812,2020-09-02,W-93110S-4-31OCT20-1,93110,ISO_8,W-93110S-4,surface,0,CFU_25CM2
8845813,2020-09-02,W-93110S-5-31OCT20-1,93110,ISO_8,W-93110S-5,surface,0,CFU_25CM2
8845814,2020-09-02,W-93111S-1-31OCT20-1,93111,ISO_8,W-93111S-1,surface,0,CFU_25CM2
8845815,2020-09-02,W-93112S-1-31OCT20-1,93112,ISO_8,W-93112S-1,surface,0,CFU_25CM2
8845816,2020-09-02,W-93112S-2-31OCT20-1,93112,ISO_8,W-93112S-2,surface,0,CFU_25CM2
8845817,2020-09-02,W-93112S-3-31OCT20-1,93112,ISO_8,W-93112S-3,surface,0,CFU_25CM2
8845818,2020-09-02,W-93114S-1-31OCT20-1,93114,ISO_8,W-93114S-1,surface,0,CFU_25CM2
8845819,2020-09-02,W-93115S-1-31OCT20-1,93115,ISO_8,W-93115S-1,surface,0,CFU_25CM2
8845820,2020-09-02,W-94003S-1-31OCT20-1,94003,ISO_8,W-94003S-1,surface,0,CFU_25CM2
8845821,2020-09-02,W-94003S-2-31OCT20-1,94003,ISO_8,W-94003S-2,surface,0,CFU_25CM2
8845822,2020-09-02,W-94003S-3-31OCT20-1,94003,ISO_8,W-94003S-3,surface,0,CFU_25CM2
8845823,2020-09-02,WS-93110S-1-31OCT20-1,93110,ISO_8,WS-93110S-1,surface,0,CFU_25CM2
8845824,2020-09-02,WS-93110S-2-31OCT20-1,93110,ISO_8,WS-93110S-2,surface,1,CFU_25CM2
8847657,2020-09-16,V-94020-2-30SEP20-1,94020,ISO_9,V-94020-2,viable air,0,CFU_M3
8868256,2020-09-16,F-93110S-A-16SEP20-1,93110,ISO_8,F-93110S-A,surface,0,CFU_25CM2
8868257,2020-09-16,F-93110S-B-16SEP20-1,93110,ISO_8,F-93110S-B,surface,0,CFU_25CM2
8868258,2020-09-16,F-93211S-A-16SEP20-1,93211,ISO_9,F-93211S-A,surface,0,CFU_25CM2
8847660,2020-09-16,V-94020-3-30SEP20-1,94020,ISO_9,V-94020-3,viable air,0,CFU_M3
8847664,2020-09-16,V-94020-4-30SEP20-1,94020,ISO_9,V-94020-4,viable air,0,CFU_M3
8868259,2020-09-16,F-93211S-1-16SEP20-1,93211,ISO_9,F-93211S-1,surface,0,CFU_25CM2
8876040,2020-09-23,V-92057-1-23SEP20-1,92057,ISO_8,V-92057-1,viable air,0,CFU_M3
8876041,2020-09-23,V-92058-1-23SEP20-1,92058,ISO_8,V-92058-1,viable air,0,CFU_M3
8852192,2020-09-03,V-91212-A-03SEP20-1,91212,ISO_8,V-91212-A,viable air,5,CFU_M3
8852194,2020-09-03,V-91171-1-03SEP20-1,91171,ISO_8,V-91171-1,viable air,1,CFU_M3
8857937,2020-09-08,V-91260A-1-08SEP20-1,91260,ISO_8,V-91260A-1,viable air,0,CFU_M3
8843149,2020-09-04,S-92074-H-1-05SEP20-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
8843151,2020-09-04,S-92074-H-2-05SEP20-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
8843153,2020-09-04,V-92074-H-1-05SEP20-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
8845825,2020-09-02,WS-93110S-3-31OCT20-1,93110,ISO_8,WS-93110S-3,surface,0,CFU_25CM2
8845828,2020-10-27,F-91151S-1-31OCT20-1,91151,ISO_8,F-91151S-1,surface,0,CFU_25CM2
8845826,2020-09-02,WS-93112S-1-31OCT20-1,93112,ISO_8,WS-93112S-1,surface,0,CFU_25CM2
8845827,2020-09-02,WS-93112S-2-31OCT20-1,93112,ISO_8,WS-93112S-2,surface,2,CFU_25CM2
8845829,2020-10-27,F-91154S-1-31OCT20-1,91154,ISO_8,F-91154S-1,surface,1,CFU_25CM2
8845830,2020-10-27,F-91170S-1-31OCT20-1,91170,ISO_8,F-91170S-1,surface,0,CFU_25CM2
8845831,2020-10-27,F-91171S-1-31OCT20-1,91171,ISO_8,F-91171S-1,surface,0,CFU_25CM2
8845832,2020-10-27,F-91171S-2-31OCT20-1,91171,ISO_8,F-91171S-2,surface,0,CFU_25CM2
8845833,2020-10-27,F-91172S-1-31OCT20-1,91172,ISO_8,F-91172S-1,surface,0,CFU_25CM2
8845834,2020-10-27,F-91172S-2-31OCT20-1,91172,ISO_8,F-91172S-2,surface,0,CFU_25CM2
8845835,2020-10-27,F-91172S-3-31OCT20-1,91172,ISO_8,F-91172S-3,surface,0,CFU_25CM2
8845836,2020-10-27,F-91172S-4-31OCT20-1,91172,ISO_8,F-91172S-4,surface,0,CFU_25CM2
8845837,2020-10-27,F-91172S-5-31OCT20-1,91172,ISO_8,F-91172S-5,surface,1,CFU_25CM2
8845838,2020-10-27,F-91173S-1-31OCT20-1,91173,ISO_8,F-91173S-1,surface,0,CFU_25CM2
8845839,2020-10-27,F-91174S-1-31OCT20-1,91174,ISO_8,F-91174S-1,surface,1,CFU_25CM2
8833887,2020-08-20,V-92074-H-1-20AUG20-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
8833888,2020-08-20,V-92074-H-2-20AUG20-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
8833891,2020-08-20,V-92074-1-20AUG20-1,92074,ISO_8,V-92074-1,viable air,2,CFU_M3
8833892,2020-08-20,V-92074-2-20AUG20-1,92074,ISO_8,V-92074-2,viable air,0,CFU_M3
8833894,2020-08-20,V-92092-1-20AUG20-1,92092,ISO_8,V-92092-1,viable air,0,CFU_M3
8833899,2020-08-20,S-92074-H-1-20AUG20-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
8833900,2020-08-20,S-92074-H-2-20AUG20-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
8876044,2020-09-23,V-93110-2-23SEP20-1,93110,ISO_8,V-93110-2,viable air,0,CFU_M3
8876045,2020-09-23,V-93110-4-23SEP20-1,93110,ISO_8,V-93110-4,viable air,0,CFU_M3
8876046,2020-09-23,V-93112-1-23SEP20-1,93112,ISO_8,V-93112-1,viable air,0,CFU_M3
8876047,2020-09-23,V-93112-2-23SEP20-1,93112,ISO_8,V-93112-2,viable air,0,CFU_M3
8876048,2020-09-23,V-93114-1-23SEP20-1,93114,ISO_8,V-93114-1,viable air,0,CFU_M3
8876049,2020-09-23,V-94003-2-23SEP20-1,94003,ISO_8,V-94003-2,viable air,0,CFU_M3
8876050,2020-09-23,V-94010-1-23SEP20-1,94010,ISO_8,V-94010-1,viable air,0,CFU_M3
8876051,2020-09-23,F-92057S-1-23SEP20-1,92057,ISO_8,F-92057S-1,surface,0,CFU_25CM2
8876052,2020-09-23,F-92058S-1-23SEP20-1,92058,ISO_8,F-92058S-1,surface,0,CFU_25CM2
8876053,2020-09-23,F-92058S-2-23SEP20-1,92058,ISO_8,F-92058S-2,surface,0,CFU_25CM2
8876054,2020-09-23,F-92130ES-2-23SEP20-1,92130,ISO_8,F-92130ES-2,surface,0,CFU_25CM2
8876055,2020-09-23,F-93110S-1-23SEP20-1,93110,ISO_8,F-93110S-1,surface,0,CFU_25CM2
8876056,2020-09-23,F-93110S-5-23SEP20-1,93110,ISO_8,F-93110S-5,surface,0,CFU_25CM2
8876057,2020-09-23,F-93112S-1-23SEP20-1,93112,ISO_8,F-93112S-1,surface,0,CFU_25CM2
8843157,2020-09-04,V-92074-H-2-05SEP20-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
8843164,2020-09-01,S-92092-H-1-05SEP20-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
8843167,2020-09-01,V-92092-H-1-05SEP20-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
8845840,2020-10-27,F-91175S-1-31OCT20-1,91175,ISO_8,F-91175S-1,surface,1,CFU_25CM2
8845841,2020-10-27,F-91176S-1-31OCT20-1,91176,ISO_8,F-91176S-1,surface,0,CFU_25CM2
8845842,2020-10-27,F-91177S-1-31OCT20-1,91177,ISO_8,F-91177S-1,surface,0,CFU_25CM2
8845843,2020-10-27,F-91178S-1-31OCT20-1,91178,ISO_8,F-91178S-1,surface,2,CFU_25CM2
8845844,2020-10-27,W-91154S-1-31OCT20-1,91154,ISO_8,W-91154S-1,surface,0,CFU_25CM2
8845845,2020-10-27,W-91170S-1-31OCT20-1,91170,ISO_8,W-91170S-1,surface,0,CFU_25CM2
8845848,2020-10-27,W-91172S-2-31OCT20-1,91172,ISO_8,W-91172S-2,surface,0,CFU_25CM2
8845846,2020-10-27,W-91171S-1-31OCT20-1,91171,ISO_8,W-91171S-1,surface,1,CFU_25CM2
8845847,2020-10-27,W-91172S-1-31OCT20-1,91172,ISO_8,W-91172S-1,surface,0,CFU_25CM2
8845849,2020-10-27,W-91173S-1-31OCT20-1,91173,ISO_8,W-91173S-1,surface,0,CFU_25CM2
8845850,2020-10-27,W-91176S-1-31OCT20-1,91176,ISO_8,W-91176S-1,surface,0,CFU_25CM2
8845851,2020-10-27,W-91178S-1-31OCT20-1,91178,ISO_8,W-91178S-1,surface,0,CFU_25CM2
8876058,2020-09-23,F-93112S-2-23SEP20-1,93112,ISO_8,F-93112S-2,surface,1,CFU_25CM2
8876059,2020-09-23,F-93114S-1-23SEP20-1,93114,ISO_8,F-93114S-1,surface,0,CFU_25CM2
8876060,2020-09-23,F-94003S-2-23SEP20-1,94003,ISO_8,F-94003S-2,surface,0,CFU_25CM2
8876061,2020-09-23,F-94010S-1-23SEP20-1,94010,ISO_8,F-94010S-1,surface,0,CFU_25CM2
8845448,2020-09-18,V-91269-1-31OCT20-1,91269,ISO_9,V-91269-1,viable air,0,CFU_M3
8845090,2020-10-21,F-93211S-2-31OCT20-1,93211,ISO_9,F-93211S-2,surface,2,CFU_25CM2
8845082,2020-10-21,F-93210S-1-31OCT20-1,93210,ISO_9,F-93210S-1,surface,0,CFU_25CM2
8845086,2020-10-21,F-93211AS-1-31OCT20-1,93211,ISO_9,F-93211AS-1,surface,1,CFU_25CM2
8845088,2020-10-21,F-93211S-1-31OCT20-1,93211,ISO_9,F-93211S-1,surface,0,CFU_25CM2
8845863,2020-09-10,V-92110A-1-31OCT20-1,92110,ISO_8,V-92110A-1,viable air,0,CFU_M3
8845864,2020-09-10,V-92110B-1-31OCT20-1,92110,ISO_8,V-92110B-1,viable air,0,CFU_M3
8845865,2020-09-10,V-92112-1-31OCT20-1,92112,ISO_8,V-92112-1,viable air,0,CFU_M3
8845866,2020-09-10,V-92130A-1-31OCT20-1,92130,ISO_8,V-92130A-1,viable air,0,CFU_M3
8845869,2020-09-10,V-92130D-1-31OCT20-1,92130,ISO_8,V-92130D-1,viable air,0,CFU_M3
8845093,2020-10-21,F-93211S-4-31OCT20-1,93211,ISO_9,F-93211S-4,surface,0,CFU_25CM2
8845096,2020-10-21,F-93211S-5-31OCT20-1,93211,ISO_9,F-93211S-5,surface,0,CFU_25CM2
8845099,2020-10-21,F-93212S-1-31OCT20-1,93212,ISO_9,F-93212S-1,surface,0,CFU_25CM2
8845867,2020-09-10,V-92130A-2-31OCT20-1,92130,ISO_8,V-92130A-2,viable air,0,CFU_M3
8845868,2020-09-10,V-92130B-1-31OCT20-1,92130,ISO_8,V-92130B-1,viable air,1,CFU_M3
8786629,2020-07-15,V-91176-1 SDA-15JUL20-1,91176,ISO_8,V-91176-1 SDA,viable air,0,CFU_M3
8786626,2020-07-15,V-91175-1-15JUL20-1,91175,ISO_8,V-91175-1,viable air,0,CFU_M3
8786627,2020-07-15,V-91175-1 SDA-15JUL20-1,91175,ISO_8,V-91175-1 SDA,viable air,0,CFU_M3
8786628,2020-07-15,V-91176-1-15JUL20-1,91176,ISO_8,V-91176-1,viable air,0,CFU_M3
8786630,2020-07-15,V-91177-1-15JUL20-1,91177,ISO_8,V-91177-1,viable air,0,CFU_M3
8786631,2020-07-15,V-91177-1 SDA-15JUL20-1,91177,ISO_8,V-91177-1 SDA,viable air,0,CFU_M3
8786634,2020-07-15,V-91154-1-15JUL20-1,91154,ISO_8,V-91154-1,viable air,0,CFU_M3
8786632,2020-07-15,V-91178-1-15JUL20-1,91178,ISO_8,V-91178-1,viable air,0,CFU_M3
8786633,2020-07-15,V-91178-1 SDA-15JUL20-1,91178,ISO_8,V-91178-1 SDA,viable air,0,CFU_M3
8786635,2020-07-15,V-91154-1 SDA-15JUL20-1,91154,ISO_8,V-91154-1 SDA,viable air,0,CFU_M3
8828632,2020-08-17,V-91212-2-17AUG20-1,91212,ISO_8,V-91212-2,viable air,0,CFU_M3
8828636,2020-08-17,F-91212S-1-17AUG20-1,91212,ISO_8,F-91212S-1,surface,0,CFU_25CM2
8828637,2020-08-17,F-91213S-2-17AUG20-1,91213,ISO_8,F-91213S-2,surface,0,CFU_25CM2
8845102,2020-10-21,F-93213S-1-31OCT20-1,93213,ISO_9,F-93213S-1,surface,0,CFU_25CM2
8845105,2020-10-21,F-93214S-1-31OCT20-1,93214,ISO_9,F-93214S-1,surface,0,CFU_25CM2
8845115,2020-10-21,F-93216S-1-31OCT20-1,93216,ISO_9,F-93216S-1,surface,1,CFU_25CM2
8845108,2020-10-21,F-93215S-1-31OCT20-1,93215,ISO_9,F-93215S-1,surface,0,CFU_25CM2
8845112,2020-10-21,F-93215S-2-31OCT20-1,93215,ISO_9,F-93215S-2,surface,0,CFU_25CM2
8845118,2020-10-21,F-94015S-1-31OCT20-1,94015,ISO_9,F-94015S-1,surface,0,CFU_25CM2
8845121,2020-10-21,F-94015S-2-31OCT20-1,94015,ISO_9,F-94015S-2,surface,0,CFU_25CM2
8845129,2020-10-21,W-93211AS-1-31OCT20-1,93211,ISO_9,W-93211AS-1,surface,2,CFU_25CM2
8845123,2020-10-21,F-94020S-2-31OCT20-1,94020,ISO_9,F-94020S-2,surface,0,CFU_25CM2
8845125,2020-10-21,F-94020S-3-31OCT20-1,94020,ISO_9,F-94020S-3,surface,0,CFU_25CM2
8845126,2020-10-21,W-93210S-1-31OCT20-1,93210,ISO_9,W-93210S-1,surface,0,CFU_25CM2
8845132,2020-10-21,W-93211S-1-31OCT20-1,93211,ISO_9,W-93211S-1,surface,0,CFU_25CM2
8845870,2020-09-10,V-92130E-1-31OCT20-1,92130,ISO_8,V-92130E-1,viable air,0,CFU_M3
8845871,2020-09-10,V-92130E-2-31OCT20-1,92130,ISO_8,V-92130E-2,viable air,0,CFU_M3
8845872,2020-09-10,V-92130E-3-31OCT20-1,92130,ISO_8,V-92130E-3,viable air,0,CFU_M3
8845873,2020-09-10,V-92130E-4-31OCT20-1,92130,ISO_8,V-92130E-4,viable air,0,CFU_M3
8766397,2020-09-02,F-93112S-1-SDA-30SEP20-2,93112,ISO_8,F-93112S-1,surface,0,CFU_25CM2
8766407,2020-09-02,F-94003S-1-SDA-30SEP20-2,94003,ISO_8,F-94003S-1,surface,0,CFU_25CM2
8766435,2020-09-02,W-93112S-3-SDA-30SEP20-2,93112,ISO_8,W-93112S-3,surface,0,CFU_25CM2
8766447,2020-09-02,WS-93110S-1-SDA-30SEP20-2,93110,ISO_8,WS-93110S-1,surface,0,CFU_25CM2
8828638,2020-08-17,V-91230-1-17AUG20-1,91230,ISO_9,V-91230-1,viable air,0,CFU_M3
